"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.986326662E1,-2.290237427E-2,6.286926270E-3,9.784403229E0
1.987331363E1,-3.397933960E-2,5.987548828E-4,9.778415680E0
1.988336162E1,-2.230361938E-2,4.191284180E-3,9.776769104E0
1.989340863E1,-2.125579834E-2,7.484436035E-3,9.776320038E0
1.990345562E1,-2.529739380E-2,5.239105225E-3,9.770033112E0
1.991350263E1,-2.454895020E-2,7.035369873E-3,9.770033112E0
1.992355062E1,-2.799179077E-2,-7.634124756E-3,9.776020660E0
1.993359763E1,-2.679428101E-2,-8.981323242E-4,9.779613190E0
1.994364463E1,-2.619552612E-2,4.490661621E-3,9.776320038E0
1.995369162E1,-1.257385254E-2,1.227447510E-2,9.781110077E0
1.996373963E1,-3.562591553E-2,4.790039062E-3,9.780511322E0
1.997378662E1,-2.844085693E-2,-4.191284180E-3,9.769584045E0
1.998383363E1,-2.754272461E-2,4.340972900E-3,9.781858521E0
1.999388062E1,-1.916015625E-2,1.002914429E-2,9.777218170E0
2.000392863E1,-2.185455322E-2,1.272354126E-2,9.773475952E0
2.001397562E1,-2.230361938E-2,4.490661621E-3,9.781708832E0
2.002402263E1,-4.445755005E-2,-3.143463135E-3,9.781858521E0
2.003406962E1,-2.649490356E-2,5.538482666E-3,9.778565369E0
2.004411763E1,-2.380050659E-2,1.691482544E-2,9.776320038E0
2.005416462E1,-2.335144043E-2,8.232879639E-3,9.776469727E0
2.006421163E1,-2.514770508E-2,7.484436035E-4,9.775272217E0
2.007425962E1,-3.248245239E-2,2.993774414E-4,9.781409454E0
2.008430663E1,-3.248245239E-2,7.484436035E-3,9.777068481E0
2.009435362E1,-2.499801636E-2,1.990859985E-2,9.770332489E0
2.010440063E1,-2.499801636E-2,2.694396973E-3,9.774523773E0
2.011444862E1,-3.173400879E-2,3.293151855E-3,9.784852295E0
2.012449563E1,-1.871109009E-2,5.688171387E-3,9.778864746E0
2.013454262E1,-1.676513672E-2,6.735992432E-3,9.767787781E0
2.014458963E1,-2.065704346E-2,8.232879639E-3,9.773176575E0
2.015463762E1,-3.023712158E-2,-1.796264648E-3,9.765392761E0
2.016468463E1,-3.158432007E-2,-2.395019531E-3,9.766141205E0
2.017473163E1,-2.110610962E-2,3.143463135E-3,9.776170349E0
2.018477863E1,-2.499801636E-2,8.532257080E-3,9.774823151E0
2.019482663E1,-2.350112915E-2,7.185058594E-3,9.777667236E0
2.020487362E1,-2.439926147E-2,2.694396973E-3,9.771230621E0
2.021492063E1,-2.918930054E-2,-2.395019531E-3,9.771529999E0
2.022496762E1,-2.888992310E-2,5.987548828E-3,9.780810699E0
2.023501563E1,-1.212478638E-2,1.167572021E-2,9.781858521E0
2.024506262E1,-2.574645996E-2,7.035369873E-3,9.775870972E0
2.025510963E1,-8.876541138E-2,8.831634521E-3,9.647887115E0
2.026515762E1,-1.962419128E-1,4.116439819E-2,9.562564545E0
2.027520458E1,1.924996948E-1,-1.020877075E-1,1.012344818E1
2.028525158E1,1.062789917E-2,3.442840576E-3,9.781559143E0
2.029529858E1,9.819580078E-2,-2.095642090E-2,9.819729767E0
2.030534658E1,5.149291992E-2,-1.796264648E-2,9.851314087E0
2.031539358E1,5.433700562E-2,-4.505630493E-2,9.912536774E0
2.032544058E1,-2.125579834E-1,5.104385376E-2,9.451196136E0
